DistrictofResidenceEntityName,DistrictofResidenceEntityID,SchoolEntityName,SchoolEntityID,SchoolCTDS,PS,KG,1,2,3,4,5,6,7,8,9,10,11,12,Total,
Phoenix Union High School District,4286,Banner Academy,7341,072144001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Phoenix Union High School District,4286,Betty Fairfax High School,89571,070510290,*,*,*,*,*,*,*,*,*,*,470,458,459,467,1854,
Phoenix Union High School District,4286,Bostrom Alternative Center,6249,070510214,*,*,*,*,*,*,*,*,*,*,*,*,82,94,224,
Phoenix Union High School District,4286,Camelback High School,5438,070510225,*,*,*,*,*,*,*,*,*,*,631,615,485,437,2168,
Phoenix Union High School District,4286,Canyon State Academy,79303,072107001,*,*,*,*,*,*,*,*,*,*,*,12,*,*,34,
Phoenix Union High School District,4286,Carl Hayden High School,5440,070510245,*,*,*,*,*,*,*,*,*,*,628,635,477,416,2156,
Phoenix Union High School District,4286,Central High School,5439,070510230,*,*,*,*,*,*,*,*,*,*,542,648,526,460,2176,
Phoenix Union High School District,4286,Cesar Chavez High School,78847,070510270,*,*,*,*,*,*,*,*,*,*,642,657,646,563,2508,
Phoenix Union High School District,4286,Desert Heights Academy,90051,072113001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,17,
Phoenix Union High School District,4286,Devereux,7296,072102001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Phoenix Union High School District,4286,Franklin Police and Fire High School,89778,070510281,*,*,*,*,*,*,*,*,*,*,71,97,77,60,305,
Phoenix Union High School District,4286,GOMPERS CENTER FOR THE HANDICA,7318,072120001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Phoenix Union High School District,4286,Linda Abril Educational Academy,79617,070510280,*,*,*,*,*,*,*,*,*,*,*,*,38,233,271,
Phoenix Union High School District,4286,Maryvale High School,5441,070510250,*,*,*,*,*,*,*,*,*,*,829,834,686,616,2965,
Phoenix Union High School District,4286,Metro Tech High School,6248,070510212,*,*,*,*,*,*,*,*,*,*,513,431,411,447,1802,
Phoenix Union High School District,4286,Mingus Mountain Academy,90049,132116001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Phoenix Union High School District,4286,New Way Learning Academy,7304,072108001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Phoenix Union High School District,4286,North High School,5442,070510255,*,*,*,*,*,*,*,*,*,*,827,725,681,546,2779,
Phoenix Union High School District,4286,Oasis Behavioral Health,79244,072106001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Phoenix Union High School District,4286,Phoenix Coding Academy,221992,070510283,*,*,*,*,*,*,*,*,*,*,*,*,*,*,84,
Phoenix Union High School District,4286,Phoenix Union Bioscience High School,88407,070510284,*,*,*,*,*,*,*,*,*,*,91,83,64,77,315,
Phoenix Union High School District,4286,South Mountain High School,5443,070510260,*,*,*,*,*,*,*,*,*,*,551,474,440,381,1846,
Phoenix Union High School District,4286,Southwest Education Center-Tolleson,91270,072146005,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Phoenix Union High School District,4286,Sycamore Canyon Ctr for Youth,89565,072107002,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Phoenix Union High School District,4286,THE NEW FOUNDATION,7333,072135001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Phoenix Union High School District,4286,The ACT Program,89525,072157001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Phoenix Union High School District,4286,The Childrens Center for Neurodevelopmental Studies,7364,072167001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Phoenix Union High School District,4286,Trevor Browne High School,5437,070510220,*,*,*,*,*,*,*,*,*,*,826,819,757,697,3099,
Phoenix Union High School District,4286,UPWARD FOUNDATION INC,7381,072175001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Phoenix Union High School District,4286,YOUTH DEVELOPMENT INSTITUTE,7352,072155001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Picacho Elementary District,4452,,,           _,*,22,22,*,24,23,24,16,20,20,*,*,*,*,187,
Picacho Elementary District,4452,Eloy Center,80639,072634005,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Picacho Elementary District,4452,Picacho School,5947,110433133,*,22,22,16,24,23,24,16,20,20,*,*,*,*,187,
Pillar Charter School,87334,,,           _,*,*,*,*,*,*,*,*,*,*,*,14,*,16,51,
Pillar Charter School,87334,Pillar Academy Online,91213,078504202,*,*,*,*,*,*,*,*,*,*,12,*,*,*,33,
Pillar Charter School,87334,Pillar Academy of Business & Finance,87335,078504201,*,*,*,*,*,*,*,*,*,*,*,*,*,*,18,
Pima County,4420,,,           _,*,*,*,*,*,*,*,*,*,*,*,13,27,70,110,
Pima County,4420,Pima Vocational High School,6057,108601201,*,*,*,*,*,*,*,*,*,*,*,13,27,70,110,
Pima Prevention Partnership,90536,,,           _,*,*,*,*,*,*,*,*,*,*,30,33,39,78,180,
Pima Prevention Partnership,90536,Arizona Collegiate High School,90907,108507001,*,*,*,*,*,*,*,*,*,*,30,33,39,78,180,
Pima Prevention Partnership dba Pima Partnership Academy,89864,,,           _,*,*,*,*,*,*,*,*,43,35,*,*,*,*,100,
Pima Prevention Partnership dba Pima Partnership Academy,89864,Pima Partnership Academy,89865,108799101,*,*,*,*,*,*,*,*,43,35,*,*,*,*,100,
"Pima Prevention Partnership dba Pima Partnership School, The",79959,,,           _,*,*,*,*,*,*,*,*,*,*,59,67,62,57,245,
"Pima Prevention Partnership dba Pima Partnership School, The",79959,"Pima Partnership School, The",79960,108711201,*,*,*,*,*,*,*,*,*,*,30,41,46,50,167,
"Pima Prevention Partnership dba Pima Partnership School, The",79959,Pima Prevention Partnership-Tucson,92994,108711001,*,*,*,*,*,*,*,*,*,*,29,26,*,*,78,
"Pima Rose Academy, Inc.",90997,,,           _,*,*,*,*,*,*,*,*,*,*,17,48,104,200,369,
"Pima Rose Academy, Inc.",90997,Pima Rose Academy,90998,108602001,*,*,*,*,*,*,*,*,*,*,17,48,104,200,369,
Pima Unified District,4220,,,           _,31,44,56,56,64,64,57,75,65,71,67,68,57,77,852,
Pima Unified District,4220,Dan Hinton Accommodation School,4879,050199001,31,*,*,*,*,*,*,*,*,*,*,*,*,*,44,
Pima Unified District,4220,Gila Valley Learning Center,92296,050206261,*,*,*,*,*,*,*,*,*,*,*,*,*,*,18,
Pima Unified District,4220,Pima Elementary School,4890,050206101,*,43,56,55,64,64,56,71,*,*,*,*,*,*,409,
Pima Unified District,4220,Pima High School,4891,050206202,*,*,*,*,*,*,*,*,*,*,65,64,53,68,250,
Pima Unified District,4220,Pima Junior High School,81056,050206203,*,*,*,*,*,*,*,*,63,68,*,*,*,*,131,
"Pine Forest Education Association, Inc.",4201,,,           _,*,44,29,37,41,36,22,26,30,18,*,*,*,*,283,
"Pine Forest Education Association, Inc.",4201,Pine Forest School,4841,038706101,*,44,29,37,41,36,22,26,30,18,*,*,*,*,283,
Pine Strawberry Elementary District,4214,,,           _,*,13,19,15,11,11,14,12,13,12,*,12,*,*,159,
Pine Strawberry Elementary District,4214,Payson Center for Success High School,10822,040210202,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Pine Strawberry Elementary District,4214,Payson High School,4860,040210201,*,*,*,*,*,*,*,*,*,*,*,12,*,*,31,
Pine Strawberry Elementary District,4214,Pine Strawberry Elementary School,4876,040312001,*,13,19,15,*,11,14,12,13,12,*,*,*,*,127,
"Pinnacle Education-Casa Grande, Inc.",81011,,,           _,*,*,*,*,*,*,*,*,*,*,*,*,*,26,44,
"Pinnacle Education-Casa Grande, Inc.",81011,Pinnacle High School - Casa Grande,10750,118704003,*,*,*,*,*,*,*,*,*,*,*,*,*,26,44,
"Pinnacle Education-Kino, Inc.",81009,,,           _,*,*,*,*,*,*,*,*,*,*,*,*,40,47,114,
"Pinnacle Education-Kino, Inc.",81009,Pinnacle Charter High School,79621,128701004,*,*,*,*,*,*,*,*,*,*,*,*,40,47,114,
"Pinnacle Education-Tempe, Inc.",81001,,,           _,*,*,*,*,*,*,*,*,*,42,36,76,125,294,598,
"Pinnacle Education-Tempe, Inc.",81001,Pinnacle High School - Tempe,5463,078726001,*,*,*,*,*,*,*,*,*,*,*,*,36,37,103,
"Pinnacle Education-Tempe, Inc.",81001,Pinnacle Online High School,81180,078726009,*,*,*,*,*,*,*,*,*,42,30,52,89,257,495,
"Pinnacle Education-WMCB, Inc.",79439,,,           _,*,*,*,*,*,*,*,*,*,*,*,*,*,*,22,
"Pinnacle Education-WMCB, Inc.",79439,Pinnacle Charter High School,79619,078920008,*,*,*,*,*,*,*,*,*,*,*,*,*,*,22,
Pinon Unified District,4390,,,           _,*,*,86,81,98,115,103,93,95,72,96,74,81,80,1135,
Pinon Unified District,4390,Pinon Accelerated Middle School,5612,090204102,*,*,*,*,*,*,*,93,95,72,*,*,*,*,260,
Pinon Unified District,4390,Pinon Elementary School,5611,090204101,*,*,86,81,98,115,103,*,*,*,*,*,*,*,544,
Pinon Unified District,4390,Pinon High School,5613,090204203,*,*,*,*,*,*,*,*,*,*,96,74,81,80,331,
Pioneer Preparatory School,90140,,,           _,*,66,70,93,94,90,91,104,*,*,*,*,*,*,608,
Pioneer Preparatory School,90140,Pioneer Preparatory - A Challenge Foundation,90141,078550001,*,66,70,93,94,90,91,104,*,*,*,*,*,*,608,
Pointe Educational Services,79455,,,           _,*,86,78,89,88,78,80,60,160,119,148,122,138,116,1362,
Pointe Educational Services,79455,ACES-Peoria,7408,072190001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Pointe Educational Services,79455,Aurora Day School West,90400,072119003,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Pointe Educational Services,79455,Canyon Pointe Academy,79909,078925002,*,43,46,51,47,48,41,42,*,*,*,*,*,*,318,
Pointe Educational Services,79455,North Pointe Preparatory,79456,078925001,*,*,*,*,*,*,*,*,160,119,148,122,138,116,803,
Pointe Educational Services,79455,Pinnacle Pointe Academy,80473,078925003,*,43,32,37,41,30,38,18,*,*,*,*,*,*,239,
Pomerene Elementary District,4188,,,           _,*,12,*,15,11,13,14,*,*,*,*,*,13,*,134,
Pomerene Elementary District,4188,Benson High School,4799,020209201,*,*,*,*,*,*,*,*,*,*,*,*,13,*,40,
Pomerene Elementary District,4188,Pomerene Elementary School,4798,020364101,*,12,*,15,11,13,14,*,*,*,*,*,*,*,94,
"Portable Practical Educational Preparation, Inc. (PPEP, Inc.)",4431,,,           _,*,*,*,*,*,*,*,*,*,*,76,126,179,333,714,
"Portable Practical Educational Preparation, Inc. (PPEP, Inc.)",4431,PPEP TEC - Alice S. Paul Learning Center,5876,108744204,*,*,*,*,*,*,*,*,*,*,*,*,26,31,82,
"Portable Practical Educational Preparation, Inc. (PPEP, Inc.)",4431,PPEP TEC - Celestino Fernandez Learning Center,5873,108744201,*,*,*,*,*,*,*,*,*,*,16,34,53,108,211,
"Portable Practical Educational Preparation, Inc. (PPEP, Inc.)",4431,PPEP TEC - Cesar Chavez Learning Center,5878,108744206,*,*,*,*,*,*,*,*,*,*,14,27,27,44,112,
"Portable Practical Educational Preparation, Inc. (PPEP, Inc.)",4431,PPEP TEC - Colin L. Powell Learning Center,5880,108744208,*,*,*,*,*,*,*,*,*,*,*,*,19,33,72,
"Portable Practical Educational Preparation, Inc. (PPEP, Inc.)",4431,PPEP TEC - Jose Yepez Learning Center,5879,108744207,*,*,*,*,*,*,*,*,*,*,*,*,20,49,90,
"Portable Practical Educational Preparation, Inc. (PPEP, Inc.)",4431,PPEP TEC - Raul H. Castro Learning Center,5877,108744205,*,*,*,*,*,*,*,*,*,*,20,25,34,68,147,
"Portable Practical Educational Preparation, Inc. (PPEP, Inc.)",87405,,,           _,*,195,198,215,245,269,301,348,422,532,404,428,414,431,4402,
"Portable Practical Educational Preparation, Inc. (PPEP, Inc.)",87405,Arizona Insight Academy,91830,108796002,*,*,*,*,*,*,*,*,40,89,129,183,208,239,888,
"Portable Practical Educational Preparation, Inc. (PPEP, Inc.)",87405,Arizona Virtual Academy,79705,108796001,*,195,198,215,245,269,301,348,382,443,275,245,206,192,3514,
Premier Charter High School,79569,,,           _,*,*,*,*,*,*,*,*,*,*,17,32,53,113,215,
Premier Charter High School,79569,Premier Charter High School,79570,078939201,*,*,*,*,*,*,*,*,*,*,17,32,53,113,215,
Prescott Unified District,4466,,,           _,87,231,225,239,258,268,286,272,309,337,399,350,371,371,4003,
Prescott Unified District,4466,Abia Judd Elementary School,8132,130201016,*,*,94,96,112,110,*,*,*,*,*,*,*,*,503,
Prescott Unified District,4466,Discovery Gardens Preschool,8126,130201009,*,*,*,*,*,*,*,*,*,*,*,*,*,*,87,
Prescott Unified District,4466,Granite Mountain Middle School,8134,130201060,*,*,*,*,*,*,286,271,*,*,*,*,*,*,568,
Prescott Unified District,4466,Lincoln Elementary School,8128,130201012,*,51,53,57,63,74,*,*,*,*,*,*,*,*,298,
Prescott Unified District,4466,Mingus Mountain Academy,90049,132116001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Prescott Unified District,4466,Prescott High School,8135,130201070,*,*,*,*,*,*,*,*,*,*,399,*,371,371,1491,
Prescott Unified District,4466,Prescott Mile High Middle School,8133,130201050,*,*,*,*,*,*,*,*,*,336,*,*,*,*,646,
Prescott Unified District,4466,Taylor Hicks School,8130,130201014,*,88,78,85,79,79,*,*,*,*,*,*,*,*,409,
Prescott Valley Charter School,88317,,,           _,*,25,36,38,25,27,27,22,21,16,20,15,*,*,293,
Prescott Valley Charter School,88317,Prescott Valley School,80004,078516002,*,25,36,38,25,27,27,22,21,16,20,15,*,*,293,
Presidio School,4425,,,           _,*,40,33,28,51,36,32,46,44,40,28,21,12,15,426,
Presidio School,4425,Presidio School,5865,108778201,*,40,33,28,51,36,32,46,44,40,28,21,12,15,426,
Quartzsite Elementary District,4511,,,           _,*,*,15,30,26,25,24,18,22,18,*,*,*,*,191,
Quartzsite Elementary District,4511,Ehrenberg Elementary School,6198,150404101,*,12,15,17,14,11,16,*,11,*,*,*,*,*,117,
Quartzsite Elementary District,4511,Quartzsite Elementary School,6199,150404102,*,*,*,13,12,14,*,*,11,*,*,*,*,*,74,
Queen Creek Unified District,4245,,,           _,258,592,492,511,498,549,501,498,460,426,532,503,523,408,6751,
Queen Creek Unified District,4245,ACES-Tempe,87058,072190002,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Queen Creek Unified District,4245,AZ Aspire Academy,92933,072142001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Queen Creek Unified District,4245,DESERT VOICES ORAL LEARNING CE,7302,072105001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Queen Creek Unified District,4245,Desert Mountain Elementary,5139,070295102,*,109,107,*,108,128,115,*,*,*,*,*,*,*,662,
Queen Creek Unified District,4245,Frances Brandon-Pickett Elementary,87478,070295104,*,112,99,94,114,121,106,*,*,*,*,*,*,*,646,
Queen Creek Unified District,4245,Gateway Polytechnic Academy,92911,070295105,63,132,103,110,85,86,84,72,56,*,*,*,*,*,791,
Queen Creek Unified District,4245,Jack Barnes Elementary School,80439,070295103,*,115,*,118,96,112,88,*,*,*,*,*,*,*,616,
Queen Creek Unified District,4245,New Way Learning Academy,7304,072108001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Queen Creek Unified District,4245,Newell Barney Middle School,89912,070295121,*,*,*,*,*,*,*,226,194,*,*,*,*,*,613,
Queen Creek Unified District,4245,Prestige School at Rite of Passage,90438,072107003,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Queen Creek Unified District,4245,Queen Creek Elementary School,5138,070295101,195,124,96,94,95,101,107,*,*,*,*,*,*,*,812,
Queen Creek Unified District,4245,Queen Creek High School,5141,070295201,*,*,*,*,*,*,*,*,*,*,531,501,522,404,1958,
Queen Creek Unified District,4245,Queen Creek Middle School,5140,070295106,*,*,*,*,*,*,*,200,210,233,*,*,*,*,643,
Queen Creek Unified District,4245,Queen Creek Virtual Academy,92628,070295200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
"RSD Charter School, Inc.",81033,,,           _,*,*,*,*,*,*,*,*,*,*,*,*,44,91,170,
"RSD Charter School, Inc.",81033,RSD High School,90825,078735203,*,*,*,*,*,*,*,*,*,*,*,*,44,91,170,
Ray Unified District,4438,,,           _,25,18,28,31,31,43,25,31,35,35,35,39,37,31,444,
Ray Unified District,4438,Ray Elementary School,5899,110203103,25,18,28,31,31,43,25,31,*,*,*,*,*,*,232,
Ray Unified District,4438,Ray JR/SR High School,5900,110203202,*,*,*,*,*,*,*,*,35,35,35,39,37,31,212,
Red Mesa Unified District,4159,,,           _,*,28,26,*,37,38,36,45,40,40,65,59,61,50,551,
Red Mesa Unified District,4159,Red Mesa Elementary School,4738,010227101,*,23,19,*,28,28,31,*,*,*,*,*,*,*,149,
Red Mesa Unified District,4159,Red Mesa High School,4741,010227204,*,*,*,*,*,*,*,*,*,*,53,49,51,39,192,
Red Mesa Unified District,4159,Red Mesa Junior High School,4740,010227103,*,*,*,*,*,*,*,37,35,38,*,*,*,*,110,
Red Mesa Unified District,4159,Red Valley/Cove High School,88386,010227205,*,*,*,*,*,*,*,*,*,*,12,*,*,11,43,
Red Mesa Unified District,4159,Round Rock Elementary School,4739,010227102,*,*,*,*,*,*,*,*,*,*,*,*,*,*,57,
Red Rock Elementary District,4447,,,           _,*,29,46,32,26,42,43,50,39,*,*,*,*,*,340,
Red Rock Elementary District,4447,Red Rock Elementary School,5938,110405101,*,29,46,32,26,42,43,50,39,*,*,*,*,*,340,
Reid Traditional Schools' Painted Rock Academy Inc.,91317,,,           _,*,68,80,109,94,90,51,44,33,26,*,*,*,*,595,
Reid Traditional Schools' Painted Rock Academy Inc.,91317,ACES-Peoria,7408,072190001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Reid Traditional Schools' Painted Rock Academy Inc.,91317,Reid Traditional Schools' Painted Rock Academy,91318,078209001,*,68,80,109,94,89,50,44,33,26,*,*,*,*,593,
"Reid Traditional Schools' Valley Academy, Inc.",4306,,,           _,*,102,105,106,107,106,76,73,54,59,*,*,*,*,788,
"Reid Traditional Schools' Valley Academy, Inc.",4306,Reid Traditional Schools' Valley Academy,5471,078749001,*,102,105,106,107,106,76,73,54,59,*,*,*,*,788,
Research Based Education Corporation,90275,,,           _,*,16,*,16,14,12,11,13,16,*,*,*,*,*,115,
Research Based Education Corporation,90275,Paulden Community School,90276,078560001,*,16,*,16,14,12,11,13,16,*,*,*,*,*,115,
"Ridgeline Academy, Inc.",4301,,,           _,*,83,88,97,81,72,50,54,39,38,*,*,*,*,602,
"Ridgeline Academy, Inc.",4301,"Ridgeline Academy-A Challenge Foundation Academy, Inc.",5467,078609101,*,83,88,97,81,72,50,54,39,38,*,*,*,*,602,
"Rising Schools, Inc.",92049,,,           _,*,*,*,*,*,*,*,11,19,21,17,*,*,*,88,
"Rising Schools, Inc.",92049,The Rising School,92050,108403001,*,*,*,*,*,*,*,11,19,21,17,*,*,*,88,
Riverside Elementary District,4257,,,           _,30,90,110,87,108,120,106,99,109,119,*,*,*,*,978,
Riverside Elementary District,4257,Kings Ridge School,84660,070402102,*,*,*,*,*,*,104,99,109,95,*,*,*,*,407,
Riverside Elementary District,4257,Maricopa Institute of Technology,92961,070402103,*,*,*,*,*,*,*,*,*,*,*,*,*,*,20,
Riverside Elementary District,4257,New Horizon Academy,837053,072191001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Riverside Elementary District,4257,Pathways School,92254,072132001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Riverside Elementary District,4257,Riverside Traditional School,5210,070402101,30,90,110,87,108,120,*,*,*,*,*,*,*,*,545,
Roosevelt Elementary District,4279,,,           _,463,917,931,1088,1113,1039,1108,1006,1016,1003,*,*,*,*,9684,
Roosevelt Elementary District,4279,ACCEL Metro Campus,7356,072164001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Roosevelt Elementary District,4279,ACES-Peoria,7408,072190001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Roosevelt Elementary District,4279,ACES-Tempe,87058,072190002,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Roosevelt Elementary District,4279,Amy L. Houston Academy,5375,070466015,*,*,*,*,14,17,13,12,16,20,*,*,*,*,114,
Roosevelt Elementary District,4279,Bernard Black Elementary School,87883,070466024,*,89,75,98,91,107,94,85,90,97,*,*,*,*,826,
Roosevelt Elementary District,4279,Bernard Black Headstart,89420,072636002,*,*,*,*,*,*,*,*,*,*,*,*,*,*,32,
Roosevelt Elementary District,4279,C J Jorgensen School,5368,070466007,*,50,55,54,65,48,54,52,53,54,*,*,*,*,485,
Roosevelt Elementary District,4279,C O Greenfield School,5376,070466016,*,*,*,*,*,95,131,100,96,105,*,*,*,*,527,
Roosevelt Elementary District,4279,Cesar Chavez Headstart,89423,072636005,*,*,*,*,*,*,*,*,*,*,*,*,*,*,31,
Roosevelt Elementary District,4279,Cesar E Chavez Community School,5363,070466002,*,54,45,43,60,48,63,55,43,48,*,*,*,*,459,
Roosevelt Elementary District,4279,Cloves C Campbell Sr Elementary School,79012,070466022,*,45,57,53,69,69,68,58,64,51,*,*,*,*,534,
Roosevelt Elementary District,4279,Desert Heights Academy,90051,072113001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,23,
Roosevelt Elementary District,4279,Ed & Verma Pastor Elementary School,79013,070466021,*,54,60,60,75,60,65,79,87,62,*,*,*,*,602,
Roosevelt Elementary District,4279,FOUNDATION FOR BLIND CHILDREN,7335,072140001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Roosevelt Elementary District,4279,Hi-Star Center for Children,7373,072170001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Roosevelt Elementary District,4279,Ignacio Conchos School,5377,070466017,*,55,41,46,52,38,56,51,41,36,*,*,*,*,416,
Roosevelt Elementary District,4279,Irene Lopez School,5370,070466009,*,43,51,68,61,52,56,55,66,60,*,*,*,*,512,
Roosevelt Elementary District,4279,J.F. Kennedy Headstart,89426,072636008,*,*,*,*,*,*,*,*,*,*,*,*,*,*,28,
Roosevelt Elementary District,4279,J.R. Davis Headstart,89424,072636006,*,*,*,*,*,*,*,*,*,*,*,*,*,*,29,
Roosevelt Elementary District,4279,John F Kennedy Elementary School,5374,070466014,*,96,104,123,127,*,*,*,*,*,*,*,*,*,450,
Roosevelt Elementary District,4279,John R Davis School,5378,070466018,*,49,63,55,54,49,47,41,39,47,*,*,*,*,444,
Roosevelt Elementary District,4279,M.L. King Headstart,89427,072636009,*,*,*,*,*,*,*,*,*,*,*,*,*,*,173,
Roosevelt Elementary District,4279,Martin Luther King Early Childhood Center,5371,070466011,*,*,*,*,*,*,*,*,*,*,*,*,*,*,103,
Roosevelt Elementary District,4279,Maxine O Bush Elementary School,5379,070466019,*,42,46,59,67,52,55,49,57,55,*,*,*,*,482,
Roosevelt Elementary District,4279,Maxine O. Bush Headstart,89422,072636004,*,*,*,*,*,*,*,*,*,*,*,*,*,*,33,
Roosevelt Elementary District,4279,Percy L Julian School,5364,070466003,*,68,73,89,76,90,71,77,70,75,*,*,*,*,689,
Roosevelt Elementary District,4279,Southwest Elementary School,5380,070466020,*,52,44,50,41,52,65,44,59,54,*,*,*,*,461,
Roosevelt Elementary District,4279,"St. Dominic Savio Academy, LLC",90472,072121001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Roosevelt Elementary District,4279,Sunland Elementary School,5365,070466004,*,85,64,104,75,81,65,68,62,57,*,*,*,*,661,
Roosevelt Elementary District,4279,T G Barr School,5372,070466012,*,38,51,50,68,54,58,55,50,49,*,*,*,*,473,
Roosevelt Elementary District,4279,T.G. Barr Headstart,89419,072636001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,34,
Roosevelt Elementary District,4279,V H Lassen Elementary School,5373,070466013,*,38,32,57,51,62,57,48,53,57,*,*,*,*,455,
Roosevelt Elementary District,4279,Valley View School,5367,070466006,*,53,60,63,67,62,83,70,67,70,*,*,*,*,595,
"Rosefield Charter Elementary School, Inc.",87399,,,           _,*,105,143,126,148,122,122,*,*,*,*,*,*,*,766,
"Rosefield Charter Elementary School, Inc.",87399,Imagine Rosefield,87400,078508101,*,105,143,126,148,122,122,*,*,*,*,*,*,*,766,
Round Valley Unified District,4155,,,           _,18,97,125,103,88,101,106,105,91,85,92,92,90,103,1296,
Round Valley Unified District,4155,Round Valley Elementary School,4719,010210102,18,97,125,103,88,101,*,*,*,*,*,*,*,*,532,
Round Valley Unified District,4155,Round Valley High School,4721,010210210,*,*,*,*,*,*,*,*,*,*,91,90,86,91,358,
Round Valley Unified District,4155,Round Valley Middle School,4720,010210103,*,*,*,*,*,*,106,105,91,85,*,*,*,*,387,
Round Valley Unified District,4155,White Mountain Academy,92686,010210211,*,*,*,*,*,*,*,*,*,*,*,*,*,12,19,
"SC Jensen Corporation, Inc. dba Intelli-School",79951,,,           _,*,*,*,*,*,*,*,*,*,*,*,*,16,33,68,
"SC Jensen Corporation, Inc. dba Intelli-School",79951,Intelli-School,79952,078962201,*,*,*,*,*,*,*,*,*,*,*,*,16,33,68,
"STEP UP Schools, Inc.",4313,,,           _,*,13,*,15,14,*,*,*,12,*,*,*,*,*,92,
"STEP UP Schools, Inc.",4313,STEP UP SCHOOL,91788,078634202,*,13,*,15,14,*,*,*,12,*,*,*,*,*,92,
Sacaton Elementary District,4449,,,           _,32,55,68,53,65,59,61,71,63,50,*,*,*,*,577,
Sacaton Elementary District,4449,ACES-Tempe,87058,072190002,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Sacaton Elementary District,4449,Autism Academy for Education and Development-Tempe,92639,072128002,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Sacaton Elementary District,4449,SACATON HEAD START,8062,112601030,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Sacaton Elementary District,4449,SANTAN HEAD START,8063,112601040,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Sacaton Elementary District,4449,Sacaton Elementary,5943,110418001,*,55,68,53,65,59,*,*,*,*,*,*,*,*,332,
Sacaton Elementary District,4449,Sacaton Middle School,5944,110418002,*,*,*,*,*,*,61,71,63,49,*,*,*,*,244,
Sacaton Elementary District,4449,Southwest Education Center - Casa Grande,7349,072146002,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Sacaton Elementary District,4449,VAH-KI HEAD START,8064,112601050,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Saddle Mountain Unified School District,4254,,,           _,18,90,115,136,104,133,133,107,136,131,116,139,106,82,1546,
Saddle Mountain Unified School District,4254,ACES-Phoenix West,90771,072190003,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Saddle Mountain Unified School District,4254,Desert Choice School Learning Center Buckeye,91214,072112004,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Saddle Mountain Unified School District,4254,Ruth Fisher Elementary School,5192,070290101,18,53,68,85,57,78,79,70,84,97,*,*,*,*,689,
Saddle Mountain Unified School District,4254,Tartesso Elementary School,89596,070290102,*,37,47,51,46,52,54,36,52,32,*,*,*,*,407,
Saddle Mountain Unified School District,4254,Tonopah Valley High School,85819,070290002,*,*,*,*,*,*,*,*,*,*,115,138,104,81,438,
Saddle Mountain Unified School District,4254,YOUTH DEVELOPMENT INSTITUTE,7352,072155001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Safford Unified District,4218,,,           _,48,222,247,230,271,232,235,223,234,208,237,208,227,243,3065,
Safford Unified District,4218,Dorothy Stinson School,4881,050201100,48,87,102,94,91,86,78,73,*,*,*,*,*,*,659,
